n_neurons_pre,n_neurons,recon_error,spatial_compactness,trace_sparsity,stability,composite_score,gSig,gSig_filt,min_corr,min_pnr,rf,stride,p,runtime_s
53,22,0.9932550277404696,0.9098688271894904,18.45524486434972,0.0,-0.4256201276943476,9,5,0.7728918500954693,9,160,80,1,1677.1
145,16,0.9984657632416652,0.9487037262811191,18.46777518277412,0.0,-0.4119088499166676,5,7,0.6167980138986576,6,160,80,1,1804.4
