n_neurons_pre,n_neurons,recon_error,spatial_compactness,trace_sparsity,stability,composite_score,gSig,gSig_filt,min_corr,min_pnr,rf,stride,p,runtime_s
68,26,0.9880967750986315,0.9305927415757448,18.46156403664327,0.0,-0.4100370010650369,14,6,0.7728918500954693,9,160,80,1,2351.0
191,22,0.9977459011777763,0.9228210866620553,18.343039267760364,0.0,-0.42189965172899413,5,10,0.6167980138986576,6,160,80,1,2311.9
