n_neurons,Q,F,D,Psi,B,Phi,N,composite_score,gSig,rf,overlap_fraction,nb,decay_time,occupancy_frac,stride,K,nb_patch,runtime_s
172,0.617138215588384,0.9682280138587298,0.0,0.05719123739081165,0.22313699642048135,0.2921707542561655,0.05235523033392816,1.767751570345244,3,25,0.5,4,0.2,0.15748377581038395,25,8,4,53.9
168,0.6091708403468373,0.9692170321146316,0.0,0.06845382471876293,0.2137754736955949,0.29297899085094786,0.04561051125205231,1.742043416016824,3,25,0.5,4,0.2,0.16254406458308757,25,9,4,59.3
145,0.6371962018274765,0.9683278297532758,0.0,0.06792382968060892,0.21479827890485892,0.3128110991841647,0.1156204660579924,1.8123963981200217,3,25,0.2,4,0.15,0.12435706408035987,10,7,4,43.6
145,0.6385700722638752,0.9683034778762996,0.0,0.06792447559279643,0.2146212379452216,0.31430890025769803,0.1156204660579924,1.8137098606099409,3,25,0.2,4,0.15,0.12661919827416263,10,7,4,43.8
144,0.6372809072716953,0.9684696824492257,0.0,0.06442210548465133,0.2147087107555665,0.3128149397170747,0.11486717035382074,1.8158736815900174,3,25,0.2,4,0.15,0.12567882720622897,10,7,4,45.0
166,0.6214537254674167,0.9683622157718588,0.0,0.060775705518427925,0.2234936041738497,0.3002558402907771,0.050574285962933396,1.7637784617920287,3,25,0.5,4,0.1,0.15328664305283418,25,8,4,54.6
143,0.6393210739203489,0.9684117895013964,0.0,0.06692975261373221,0.21470910605769966,0.31411756503573357,0.11411330676742104,1.8157087200474888,3,25,0.2,4,0.15,0.12593236282810172,10,7,4,44.7
164,0.6176885998434678,0.9681352432299232,0.0,0.059446904451566,0.22391335233310297,0.2953421634364583,0.049979932305020756,1.7617566650147933,3,25,0.5,4,0.1,0.15992627274426832,25,8,4,53.2
170,0.6174676679287885,0.9683468485406491,0.0,0.05416591994045947,0.22268893532056405,0.29444457236727867,0.05176193455858949,1.7692081917095008,3,25,0.5,4,0.1,0.15849086684171687,25,8,4,53.1
147,0.6254470141620692,0.9685283412976972,0.0,0.05879649843727369,0.21291306232955973,0.30429655440381115,0.11712535723741267,1.8084354642346772,3,25,0.2,4,0.15,0.1329366987246623,10,7,4,44.5
121,0.6359432691692781,0.9683568594981236,0.0,0.07471674707918419,0.2162228837701583,0.33043673251263,0.11272974576437457,1.7833433492419732,3,25,0.2,4,0.1,0.1215390510164268,10,6,4,41.9
145,0.6146302517452751,0.9685621417222344,0.0,0.06512493452703601,0.22207176480520507,0.3166996879077108,0.04431588377451091,1.7271200822626906,3,25,0.5,4,0.3,0.15337906323079034,25,8,4,55.0
