n_neurons_pre,n_neurons,recon_error,spatial_compactness,trace_sparsity,stability,composite_score,gSig,gSig_filt,min_corr,min_pnr,rf,p,stride,runtime_s
16,4,0.9980311317813232,0.9347048160821837,3.8409651723468996,0.0,-0.002203520814400414,4,2,0.7508609501227463,8,40,1,20,464.5
19,1,0.9996615157354581,1.0,4.675026464444781,0.0,-0.019790936563362352,3,2,0.4642900680648734,9,25,2,12,255.3
